🕘️更新时间,#genre#
CCTV-9,http://php.jdshipin.com:8880/cqyx.php?id=CCTV9HD
CCTV-9,http://z.b.bkpcp.top/m.php?id=cctv9
CCTV-9,http://[2409:8087:1a0a:df::4015]:80/wh7f454c46tw1711975279_-1056895978/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV-9,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000319/index.m3u8?IASHttpSessionId=
CCTV-9,http://[2409:8087:74d9:21::6]:80/270000001128/9900000505/index.m3u8
CCTV-9,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010052/1.m3u8
CCTV-9,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221225734/2.m3u8
CCTV-10,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225730
CCTV-10,http://php.jdshipin.com/TVOD/gsyd.php?id=9900000506
CCTV-10,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010203
CCTV-10,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226473
CCTV-10,http://php.jdshipin.com:8880/cqyx.php?id=CCTV10HD
CCTV-10,http://[2409:8087:1a0a:df::4035]:80/wh7f454c46tw1741373816_102984390/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV-10,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000321/index.m3u8?IASHttpSessionId=
CCTV-10,http://[2409:8087:74d9:21::6]:80/270000001128/9900000506/index.m3u8
CCTV-10,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010203/1.m3u8
CCTV-10,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221225730/2.m3u8
CCTV-11,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226565
CCTV-11,http://php.jdshipin.com/TVOD/gsyd.php?id=9900000508
CCTV-11,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010092
CCTV-11,http://php.jdshipin.com:8880/cqyx.php?id=CCTV11HD
CCTV-11,http://z.b.bkpcp.top/m.php?id=cctv11
CCTV-11,http://[2409:8087:1a0a:df::4016]:80/wh7f454c46tw1773849430_946809046/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8?icpid=88888888&RTS=1713968602&from=4&hms_devid=992&online=1713968602&vqe=3
CCTV-11,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000344/index.m3u8?IASHttpSessionId=
CCTV-11,http://[2409:8087:74d9:21::6]:80/270000001128/9900000508/index.m3u8
CCTV-11,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010092/1.m3u8
CCTV-11,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221225597/2.m3u8
CCTV-12,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225731
CCTV-12,http://php.jdshipin.com/TVOD/gsyd.php?id=9900000509
CCTV-12,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010205
CCTV-12,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226568
CCTV-12,http://php.jdshipin.com:8880/cqyx.php?id=CCTV12HD
CCTV-12,http://[2409:8087:1a0a:df::404e]:80/wh7f454c46tw1801993293_427444497/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV-12,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000322/index.m3u8?IASHttpSessionId=
CCTV-12,http://[2409:8087:74d9:21::6]:80/270000001128/9900000509/index.m3u8
CCTV-12,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010205/1.m3u8
CCTV-12,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221225731/2.m3u8
CCTV-13,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226011
CCTV-13,http://php.jdshipin.com/TVOD/gsyd.php?id=9900000510
CCTV-13,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010093
CCTV-13,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226571
CCTV-13,http://php.jdshipin.com:8880/cqyx.php?id=CCTVNEWSHD
CCTV-13,http://[2409:8087:1a0a:df::402d]:80/wh7f454c46tw1865416231_2120705273/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV-13,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000345/index.m3u8?IASHttpSessionId=
CCTV-13,http://[2409:8087:74d9:21::6]:80/270000001128/9900000510/index.m3u8
CCTV-13,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010093/1.m3u8
CCTV-13,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221226537/2.m3u8
CCTV-14,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225732
CCTV-14,http://php.jdshipin.com/TVOD/gsyd.php?id=9900000511
CCTV-14,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010207
CCTV-14,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226591
CCTV-14,http://php.jdshipin.com:8880/cqyx.php?id=CCTVSEHD
CCTV-14,http://[2409:8087:1a0a:df::404d]:80/wh7f454c46tw1988565230_-380430064/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV-14,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000323/index.m3u8?IASHttpSessionId=
CCTV-14,http://[2409:8087:74d9:21::6]:80/270000001128/9900000511/index.m3u8
CCTV-14,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010207/1.m3u8
CCTV-14,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221225732/2.m3u8
CCTV-15,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226476
CCTV-15,http://php.jdshipin.com/TVOD/gsyd.php?id=9900000512
CCTV-15,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010094
CCTV-15,http://php.jdshipin.com:8880/cqyx.php?id=CCTV15HD
CCTV-15,http://z.b.bkpcp.top/m.php?id=cctv15
CCTV-15,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/1000000005000265014/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265014&livemode=1&stbId=YanG-1989
CCTV-15,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000346/index.m3u8?IASHttpSessionId=
CCTV-15,http://[2409:8087:74d9:21::6]:80/270000001128/9900000512/index.m3u8
CCTV-15,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010094/1.m3u8
CCTV-15,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221225601/2.m3u8
CCTV-16,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226100
CCTV-16,http://php.jdshipin.com/TVOD/gsyd.php?id=9900000016
CCTV-16,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010142
CCTV-16,http://php.jdshipin.com:8880/cqyx.php?id=CCTV16HD
CCTV-16,http://php.jdshipin.com:8880/cqyx.php?id=CCTV16_4K
CCTV-16,http://[2409:8087:1a0a:df::4030]:80/wh7f454c46tw2135331742_-653554677/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV-16,http://[2409:8087:74d9:21::9]/270000001128/index.m3u8?cmcc_cid=9900000016
CCTV-16,http://[2409:8087:74d9:21::6]:80/270000001128/9900000016/index.m3u8
CCTV-16,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010142/1.m3u8
CCTV-16,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV-17,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225765
CCTV-17,http://php.jdshipin.com/TVOD/gsyd.php?id=9900000513
CCTV-17,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010210
CCTV-17,http://php.jdshipin.com:8880/cqyx.php?id=CCTV17HD
CCTV-17,http://z.b.bkpcp.top/m.php?id=cctv17
CCTV-17,http://[2409:8087:1a0a:df::4030]:80/wh7f454c46tw2178989547_-748691326/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
CCTV-17,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000303/index.m3u8?IASHttpSessionId=
CCTV-17,http://[2409:8087:74d9:21::9]:80/270000001128/9900000513/index.m3u8
CCTV-17,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010210/1.m3u8
CCTV-17,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221225765/2.m3u8
CETV1,http://139.129.231.228:3529/rtp/239.21.2.7:5002
CETV1,http://183.11.239.36:808/hls/122/index.m3u8
CETV1,http://120.55.49.231:3095/rtp/233.50.201.75:5140
CETV1,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8
CETV1,http://[2409:8087:74d9:21::6]:80/270000001128/9900000046/index.m3u8
CETV2,http://139.129.231.228:3529/rtp/239.21.2.8:5002
CETV2,http://183.11.239.36:808/hls/78/index.m3u8
CETV2,http://[2409:8087:1a0b:df::4013]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8
CETV2,http://[2409:8087:74d9:21::6]:80/270000001128/9900000071/index.m3u8
CETV4,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001
CETV4,http://139.129.231.228:3529/rtp/239.21.1.222:5002
CETV4,http://183.11.239.36:808/hls/79/index.m3u8
CETV4,http://120.55.49.231:3095/rtp/233.50.200.162:5140
CETV4,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8
CETV4,http://[2409:8087:74d9:21::6]:80/270000001128/9900000072/index.m3u8

🏛经典剧场,#genre#
举起手来-惊险抗日,http://i.880824.xyz:35455/yy/1382736877
举起手来-惊险抗日,http://b.zgjok.com:35455/yy/1382736877
举起手来-惊险抗日,http://la1.wqwqwq.sbs/yy/1382736877
举起手来-惊险抗日,http://fytv.wqwqwq.sbs/yy/1382736877
举起手来-惊险抗日,http://3501776.xyz:35455/yy/1382736877
举起手来-惊险抗日,http://lt.hxtre.com:35455/yy/1382736877
举起手来-惊险抗日,http://lu.wqwqwq.sbs/yy/1382736877
举起手来-惊险抗日,http://live.wqwqwq.sbs/yy/1382736877
举起手来-惊险抗日,http://newtv.fun:35455/yy/1382736877
晾剑 电视剧,http://i.880824.xyz:35455/yy/1451866697
晾剑 电视剧,http://b.zgjok.com:35455/yy/1451866697
晾剑 电视剧,http://la1.wqwqwq.sbs/yy/1451866697
晾剑 电视剧,http://fytv.wqwqwq.sbs/yy/1451866697
晾剑 电视剧,http://3501776.xyz:35455/yy/1451866697
晾剑 电视剧,http://lt.hxtre.com:35455/yy/1451866697
晾剑 电视剧,http://lu.wqwqwq.sbs/yy/1451866697
晾剑 电视剧,http://live.wqwqwq.sbs/yy/1451866697
晾剑 电视剧,http://newtv.fun:35455/yy/1451866697
【狂飙2老默】首播,http://i.880824.xyz:35455/yy/1354790484
【狂飙2老默】首播,http://b.zgjok.com:35455/yy/1354790484
【狂飙2老默】首播,http://la1.wqwqwq.sbs/yy/1354790484
【狂飙2老默】首播,http://fytv.wqwqwq.sbs/yy/1354790484
【狂飙2老默】首播,http://3501776.xyz:35455/yy/1354790484
【狂飙2老默】首播,http://lt.hxtre.com:35455/yy/1354790484
【狂飙2老默】首播,http://lu.wqwqwq.sbs/yy/1354790484
【狂飙2老默】首播,http://live.wqwqwq.sbs/yy/1354790484
【狂飙2老默】首播,http://newtv.fun:35455/yy/1354790484
济公,http://i.880824.xyz:35455/yy/1355265814
济公,http://b.zgjok.com:35455/yy/1355265814
济公,http://la1.wqwqwq.sbs/yy/1355265814
济公,http://fytv.wqwqwq.sbs/yy/1355265814
济公,http://3501776.xyz:35455/yy/1355265814
济公,http://lt.hxtre.com:35455/yy/1355265814
济公,http://lu.wqwqwq.sbs/yy/1355265814
济公,http://live.wqwqwq.sbs/yy/1355265814
济公,http://newtv.fun:35455/yy/1355265814
武林外传,http://i.880824.xyz:35455/yy/1355652820
武林外传,http://i.880824.xyz:35455/yy/21092633
武林外传,http://i.880824.xyz:35455/yy/1454629602
武林外传,http://i.880824.xyz:35455/yy/1462938994
武林外传,http://b.zgjok.com:35455/yy/1355652820
武林外传,http://b.zgjok.com:35455/yy/21092633
武林外传,http://b.zgjok.com:35455/yy/1454629602
武林外传,http://b.zgjok.com:35455/yy/1462938994
武林外传,http://la1.wqwqwq.sbs/yy/1355652820
武林外传,http://la1.wqwqwq.sbs/yy/21092633
赵本山《蓝光版》,http://i.880824.xyz:35455/yy/32160832
赵本山《蓝光版》,http://b.zgjok.com:35455/yy/32160832
赵本山《蓝光版》,http://la1.wqwqwq.sbs/yy/32160832
赵本山《蓝光版》,http://fytv.wqwqwq.sbs/yy/32160832
赵本山《蓝光版》,http://3501776.xyz:35455/yy/32160832
赵本山《蓝光版》,http://lt.hxtre.com:35455/yy/32160832
赵本山《蓝光版》,http://lu.wqwqwq.sbs/yy/32160832
赵本山《蓝光版》,http://live.wqwqwq.sbs/yy/32160832
赵本山《蓝光版》,http://newtv.fun:35455/yy/32160832
赵本山《超清版》,http://i.880824.xyz:35455/yy/1382683959
赵本山《超清版》,http://b.zgjok.com:35455/yy/1382683959
赵本山《超清版》,http://la1.wqwqwq.sbs/yy/1382683959
赵本山《超清版》,http://fytv.wqwqwq.sbs/yy/1382683959
赵本山《超清版》,http://3501776.xyz:35455/yy/1382683959
赵本山《超清版》,http://lt.hxtre.com:35455/yy/1382683959
赵本山《超清版》,http://lu.wqwqwq.sbs/yy/1382683959
赵本山《超清版》,http://live.wqwqwq.sbs/yy/1382683959
赵本山《超清版》,http://newtv.fun:35455/yy/1382683959
武林外传 超清,http://i.880824.xyz:35455/yy/1355652820
武林外传 超清,http://i.880824.xyz:35455/yy/21092633
武林外传 超清,http://i.880824.xyz:35455/yy/1454629602
武林外传 超清,http://i.880824.xyz:35455/yy/1462938994
武林外传 超清,http://b.zgjok.com:35455/yy/1355652820
武林外传 超清,http://b.zgjok.com:35455/yy/21092633
武林外传 超清,http://b.zgjok.com:35455/yy/1454629602
武林外传 超清,http://b.zgjok.com:35455/yy/1462938994
武林外传 超清,http://la1.wqwqwq.sbs/yy/1355652820
武林外传 超清,http://la1.wqwqwq.sbs/yy/21092633
【新三国】萌儿陪看,http://i.880824.xyz:35455/yy/29216766
【新三国】萌儿陪看,http://b.zgjok.com:35455/yy/29216766
【新三国】萌儿陪看,http://la1.wqwqwq.sbs/yy/29216766
【新三国】萌儿陪看,http://fytv.wqwqwq.sbs/yy/29216766
【新三国】萌儿陪看,http://3501776.xyz:35455/yy/29216766
【新三国】萌儿陪看,http://lt.hxtre.com:35455/yy/29216766
【新三国】萌儿陪看,http://lu.wqwqwq.sbs/yy/29216766
【新三国】萌儿陪看,http://live.wqwqwq.sbs/yy/29216766
【新三国】萌儿陪看,http://newtv.fun:35455/yy/29216766
【林正英经典】玄幻电影,http://i.880824.xyz:35455/yy/1462895099
【林正英经典】玄幻电影,http://b.zgjok.com:35455/yy/1462895099
【林正英经典】玄幻电影,http://la1.wqwqwq.sbs/yy/1462895099
【林正英经典】玄幻电影,http://fytv.wqwqwq.sbs/yy/1462895099
【林正英经典】玄幻电影,http://3501776.xyz:35455/yy/1462895099
【林正英经典】玄幻电影,http://lt.hxtre.com:35455/yy/1462895099
【林正英经典】玄幻电影,http://lu.wqwqwq.sbs/yy/1462895099
【林正英经典】玄幻电影,http://live.wqwqwq.sbs/yy/1462895099
【林正英经典】玄幻电影,http://newtv.fun:35455/yy/1462895099
铁齿铜牙纪晓岚,http://i.880824.xyz:35455/yy/1382701828
铁齿铜牙纪晓岚,http://i.880824.xyz:35455/yy/1354143978
铁齿铜牙纪晓岚,http://b.zgjok.com:35455/yy/1382701828
铁齿铜牙纪晓岚,http://b.zgjok.com:35455/yy/1354143978
铁齿铜牙纪晓岚,http://la1.wqwqwq.sbs/yy/1354143978
铁齿铜牙纪晓岚,http://la1.wqwqwq.sbs/yy/1382701828
铁齿铜牙纪晓岚,http://fytv.wqwqwq.sbs/yy/1354143978
铁齿铜牙纪晓岚,http://fytv.wqwqwq.sbs/yy/1382701828
铁齿铜牙纪晓岚,http://3501776.xyz:35455/yy/1354143978
铁齿铜牙纪晓岚,http://3501776.xyz:35455/yy/1382701828
绝版电影 港片女鬼,http://i.880824.xyz:35455/yy/1455988450
绝版电影 港片女鬼,http://i.880824.xyz:35455/yy/1461579859
绝版电影 港片女鬼,http://b.zgjok.com:35455/yy/1455988450
绝版电影 港片女鬼,http://b.zgjok.com:35455/yy/1461579859
绝版电影 港片女鬼,http://la1.wqwqwq.sbs/yy/1455988450
绝版电影 港片女鬼,http://la1.wqwqwq.sbs/yy/1461579859
绝版电影 港片女鬼,http://fytv.wqwqwq.sbs/yy/1455988450
绝版电影 港片女鬼,http://fytv.wqwqwq.sbs/yy/1461579859
绝版电影 港片女鬼,http://3501776.xyz:35455/yy/1455988450
绝版电影 港片女鬼,http://3501776.xyz:35455/yy/1461579859
林正英-经典电影,http://i.880824.xyz:35455/yy/34229877
林正英-经典电影,http://b.zgjok.com:35455/yy/34229877
林正英-经典电影,http://la1.wqwqwq.sbs/yy/34229877
